timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1706187118215,293,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-13,text,true,,2328,805,100,100,https://blazedemo.com/confirmation.php,293,0,0
1706187109678,8856,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-54,text,true,,2399,805,100,100,https://blazedemo.com/confirmation.php,8856,0,0
1706187118203,362,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-31,text,true,,2359,805,100,100,https://blazedemo.com/confirmation.php,361,0,0
1706187118172,394,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-63,text,true,,2526,689,100,100,https://blazedemo.com/purchase.php,392,0,0
1706187118270,336,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-71,text,true,,2406,805,100,100,https://blazedemo.com/confirmation.php,332,0,0
1706187113337,5270,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-98,text,true,,2464,640,100,100,https://blazedemo.com/reserve.php,5267,0,135
1706187118187,421,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-20,text,true,,2361,637,100,100,https://blazedemo.com/reserve.php,421,0,131
1706187118225,392,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-57,text,true,,2536,689,100,100,https://blazedemo.com/purchase.php,392,0,0
1706187118209,451,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-77,text,true,,2303,640,100,100,https://blazedemo.com/reserve.php,450,0,144
1706187118279,392,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-94,text,true,,2265,635,100,100,https://blazedemo.com/reserve.php,391,0,129
1706187118114,559,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-38,text,true,,2330,635,100,100,https://blazedemo.com/reserve.php,559,0,128
1706187118411,272,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-16,text,true,,2424,805,100,100,https://blazedemo.com/confirmation.php,266,0,0
1706187118411,314,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-17,text,true,,2430,805,100,100,https://blazedemo.com/confirmation.php,314,0,0
1706187118271,455,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-6,text,true,,2383,632,100,100,https://blazedemo.com/reserve.php,454,0,138
1706187118411,314,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Load Testing ) 1-34,text,true,,2458,689,100,100,https://blazedemo.com/purchase.php,314,0,0
